GO.ID	Term	Annotated	Significant	Expected	Rank in classicFisher	classicFisher	elimFisher	weight01Fisher	parentchildFisher	weightFisher	leaFisher	Genes
GO:0008237	metallopeptidase activity	155	3	0.99	17	0.076	0.076	0.107	0.0819	0.229	0.229	gbgene10115,gbgene10118,gbgene10119,gbgene10121,gbgene10122,gbgene10137,gbgene10272,gbgene10406,gbgene10599,gbgene10615,gbgene10632,gbgene10723,gbgene10733,gbgene1085,gbgene11012,gbgene11103,gbgene11546,gbgene11758,gbgene1194,gbgene12201,gbgene1224,gbgene12267,gbgene12506,gbgene12515,gbgene12756,gbgene12775,gbgene12778,gbgene13185,gbgene1319,gbgene1321,gbgene1322,gbgene1323,gbgene13283,gbgene13536,gbgene13541,gbgene13757,gbgene13758,gbgene13932,gbgene13971,gbgene14042,gbgene14113,gbgene14253,gbgene14338,gbgene14515,gbgene1454,gbgene14552,gbgene14607,gbgene14608,gbgene14609,gbgene14726,gbgene14730,gbgene14769,gbgene14770,gbgene15034,gbgene15037,gbgene154,gbgene15777,gbgene15803,gbgene16014,gbgene1604,gbgene16213,gbgene16280,gbgene16327,gbgene16358,gbgene16488,gbgene16532,gbgene16634,gbgene16826,gbgene17068,gbgene17373,gbgene17507,gbgene17523,gbgene17545,gbgene17546,gbgene17797,gbgene17993,gbgene18021,gbgene18203,gbgene18584,gbgene18600,gbgene18788,gbgene18902,gbgene19211,gbgene19351,gbgene19414,gbgene19577,gbgene19638,gbgene19787,gbgene19788,gbgene19862,gbgene2064,gbgene2065,gbgene2066,gbgene2635,gbgene2637,gbgene2648,gbgene2649,gbgene2791,gbgene2939,gbgene3868,gbgene3869,gbgene3954,gbgene435,gbgene436,gbgene4663,gbgene4891,gbgene4892,gbgene4893,gbgene4927,gbgene504,gbgene5116,gbgene5121,gbgene5138,gbgene5174,gbgene5201,gbgene5202,gbgene5490,gbgene5581,gbgene5851,gbgene5958,gbgene5973,gbgene6228,gbgene6261,gbgene6262,gbgene6364,gbgene6394,gbgene6650,gbgene6666,gbgene6685,gbgene6761,gbgene6770,gbgene6771,gbgene6970,gbgene7125,gbgene7644,gbgene7770,gbgene7797,gbgene8062,gbgene8162,gbgene8708,gbgene874,gbgene9106,gbgene9261,gbgene9282,gbgene9283,gbgene9313,gbgene9314,gbgene9395,gbgene9611,gbgene9678,gbgene9994,gbgene9996,gbgene9998,gbgene9999,gbman.GBUE020490-PA.1
GO:0008241	peptidyl-dipeptidase activity	9	1	0.06	10	0.056	0.056	0.056	0.1590	0.056	0.056	gbgene13283,gbgene19414,gbgene6261,gbgene6262,gbgene9313,gbgene9314,gbgene9996,gbgene9998,gbgene9999
GO:0008307	structural constituent of muscle	21	1	0.13	20	0.126	0.126	0.126	0.7671	0.126	0.126	gbgene10102,gbgene1144,gbgene11537,gbgene122,gbgene17026,gbgene18175,gbgene18482,gbgene18609,gbgene18610,gbgene20003,gbgene20117,gbgene2071,gbgene3683,gbgene3684,gbgene4271,gbgene5062,gbgene5430,gbgene5436,gbgene5691,gbgene8055,gbgene8998
GO:0008569	minus-end-directed microtubule motor activity	31	1	0.2	24	0.180	0.180	0.180	0.5345	0.180	0.180	gbgene10123,gbgene14985,gbgene14986,gbgene16235,gbgene16237,gbgene16239,gbgene16240,gbgene16241,gbgene17201,gbgene17825,gbgene17827,gbgene17828,gbgene18205,gbgene19718,gbgene19994,gbgene20154,gbgene2654,gbgene2655,gbgene3154,gbgene4262,gbgene4263,gbgene4264,gbgene4266,gbgene4292,gbgene5736,gbgene6556,gbgene6558,gbgene6774,gbgene7853,gbgene9001,gbgene9002
GO:0016298	lipase activity	74	3	0.47	7	0.012	0.012	0.012	0.0107	0.012	0.012	gbgene10361,gbgene10458,gbgene10827,gbgene11257,gbgene11985,gbgene12919,gbgene12920,gbgene13547,gbgene13577,gbgene13704,gbgene13852,gbgene13853,gbgene13854,gbgene14382,gbgene14450,gbgene15009,gbgene1534,gbgene15454,gbgene15455,gbgene1563,gbgene15697,gbgene15698,gbgene15699,gbgene15700,gbgene15701,gbgene15702,gbgene15721,gbgene16060,gbgene16114,gbgene16352,gbgene16482,gbgene16529,gbgene16530,gbgene1680,gbgene17089,gbgene17118,gbgene17119,gbgene17120,gbgene1833,gbgene18515,gbgene18694,gbgene18695,gbgene18851,gbgene18993,gbgene19192,gbgene19378,gbgene19379,gbgene2120,gbgene2544,gbgene2610,gbgene2968,gbgene3142,gbgene3143,gbgene3242,gbgene3662,gbgene4283,gbgene4886,gbgene5052,gbgene5156,gbgene5591,gbgene5862,gbgene6041,gbgene6043,gbgene6044,gbgene6683,gbgene6727,gbgene6847,gbgene686,gbgene7269,gbgene8,gbgene8003,gbgene8328,gbgene8696,gbgene8868
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	133	2	0.85	27	0.208	0.208	0.208	0.1570	0.208	0.208	gbgene10211,gbgene10213,gbgene10214,gbgene10215,gbgene1035,gbgene10496,gbgene10522,gbgene10660,gbgene11015,gbgene11040,gbgene11045,gbgene11079,gbgene11335,gbgene11381,gbgene12038,gbgene12326,gbgene12332,gbgene12670,gbgene12936,gbgene12937,gbgene12938,gbgene13163,gbgene13318,gbgene13336,gbgene13407,gbgene13796,gbgene13802,gbgene13851,gbgene1394,gbgene13942,gbgene1395,gbgene1397,gbgene14503,gbgene14545,gbgene14615,gbgene14616,gbgene14617,gbgene14619,gbgene14621,gbgene14622,gbgene14623,gbgene14624,gbgene14625,gbgene14634,gbgene14688,gbgene14825,gbgene14912,gbgene14914,gbgene14924,gbgene15264,gbgene15292,gbgene15323,gbgene15386,gbgene1541,gbgene15427,gbgene15538,gbgene15539,gbgene15694,gbgene15983,gbgene16126,gbgene16151,gbgene16161,gbgene16177,gbgene16179,gbgene16364,gbgene16797,gbgene16894,gbgene16895,gbgene17161,gbgene17365,gbgene17497,gbgene17608,gbgene17612,gbgene18103,gbgene18241,gbgene18597,gbgene18870,gbgene19124,gbgene19302,gbgene19431,gbgene19432,gbgene19573,gbgene2035,gbgene2068,gbgene2239,gbgene2245,gbgene2350,gbgene2486,gbgene2487,gbgene2488,gbgene2489,gbgene2490,gbgene3005,gbgene3045,gbgene3130,gbgene3179,gbgene3180,gbgene3181,gbgene3235,gbgene3859,gbgene386,gbgene396,gbgene4162,gbgene4327,gbgene4686,gbgene474,gbgene4774,gbgene4777,gbgene5413,gbgene5605,gbgene611,gbgene612,gbgene6211,gbgene6400,gbgene6739,gbgene6995,gbgene7029,gbgene7039,gbgene7393,gbgene7538,gbgene8204,gbgene8461,gbgene8852,gbgene8894,gbgene9005,gbgene9025,gbgene9107,gbgene9339,gbgene9418,gbgene9427,gbgene9968,gbman.GBUE009840-PA.1,gbman.GBUE012280-PA.1
GO:0045505	dynein intermediate chain binding	44	1	0.28	32	0.246	0.246	0.246	0.0333	0.246	0.246	gbgene10123,gbgene11305,gbgene11695,gbgene1256,gbgene14985,gbgene14986,gbgene15934,gbgene16011,gbgene16235,gbgene16237,gbgene16239,gbgene16240,gbgene16241,gbgene1655,gbgene17201,gbgene17825,gbgene17827,gbgene17828,gbgene18071,gbgene18089,gbgene18205,gbgene18904,gbgene19718,gbgene19994,gbgene2010,gbgene20154,gbgene2114,gbgene2654,gbgene2655,gbgene3154,gbgene4262,gbgene4263,gbgene4264,gbgene4266,gbgene4292,gbgene5736,gbgene6556,gbgene6558,gbgene6774,gbgene7853,gbgene8450,gbgene9001,gbgene9002,gbman.GBUE003526-PA.1
GO:0050660	flavin adenine dinucleotide binding	121	2	0.77	25	0.181	0.181	0.181	0.0213	0.181	0.181	gbgene10129,gbgene1035,gbgene10506,gbgene10576,gbgene10631,gbgene10664,gbgene10681,gbgene10687,gbgene10815,gbgene10816,gbgene10862,gbgene11303,gbgene12298,gbgene12326,gbgene12577,gbgene12867,gbgene13163,gbgene13322,gbgene13326,gbgene13336,gbgene13710,gbgene13796,gbgene13802,gbgene1394,gbgene1395,gbgene1397,gbgene13980,gbgene13999,gbgene14106,gbgene14474,gbgene14615,gbgene14616,gbgene14617,gbgene14619,gbgene14621,gbgene14622,gbgene14623,gbgene14624,gbgene14625,gbgene14912,gbgene14914,gbgene15264,gbgene1566,gbgene16142,gbgene16143,gbgene16151,gbgene16663,gbgene16812,gbgene17161,gbgene17288,gbgene17414,gbgene17546,gbgene17583,gbgene17618,gbgene18100,gbgene18102,gbgene18156,gbgene18178,gbgene18191,gbgene18192,gbgene19896,gbgene20107,gbgene20193,gbgene2068,gbgene2210,gbgene2211,gbgene2486,gbgene2487,gbgene2488,gbgene2489,gbgene2490,gbgene2605,gbgene4257,gbgene4259,gbgene458,gbgene4731,gbgene4732,gbgene4733,gbgene4736,gbgene474,gbgene4774,gbgene4777,gbgene5605,gbgene6060,gbgene6174,gbgene6242,gbgene6243,gbgene6271,gbgene6537,gbgene6739,gbgene7100,gbgene722,gbgene7395,gbgene7732,gbgene7733,gbgene8001,gbgene8002,gbgene8434,gbgene8447,gbgene8448,gbgene8553,gbgene8565,gbgene8778,gbgene8779,gbgene8780,gbgene9025,gbgene9403,gbgene9451,gbgene9453,gbgene9780,gbgene9781,gbgene9782,gbgene9784,gbman.GBUE004053-PA.1,gbman.GBUE006130-PA.1,gbman.GBUE006589-PA.1,gbman.GBUE014792-PA.1,gbman.GBUE017307-PA.1,gbman.GBUE019107-PA.1,gbman.GBUE019346-PA.1,gbman.GBUE021347-PA.1
GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221	gbgene10123,gbgene11695,gbgene1256,gbgene14985,gbgene14986,gbgene16235,gbgene16237,gbgene16239,gbgene16240,gbgene16241,gbgene17201,gbgene17825,gbgene17827,gbgene17828,gbgene18089,gbgene18205,gbgene19718,gbgene19994,gbgene20154,gbgene2114,gbgene2654,gbgene2655,gbgene3154,gbgene4262,gbgene4263,gbgene4264,gbgene4266,gbgene4292,gbgene5736,gbgene6556,gbgene6558,gbgene6774,gbgene7409,gbgene7853,gbgene81,gbgene8450,gbgene9001,gbgene9002,gbman.GBUE003526-PA.1
GO:0097493	structural molecule activity conferring elasticity	5	3	0.03	6	2.5e-06	2.5e-06	2.5e-06	0.0024	2.5e-06	2.5e-06	gbgene5691,gbman.GBUE017915-PA.1,gbman.GBUE017916-PA.1,gbman.GBUE017917-PA.1,gbman.GBUE017918-PA.1
